status;garnly_produkt;garnly_variant;strikkefryd_farge;ean;sf_lager
EKSAKT;Mandarin Petit;1099 svart;1099 Sort;7039560120036;20
EKSAKT;Mandarin Petit;2102 gul;2102 Gul;7039560120999;17
EKSAKT;Mandarin Petit;2205 khaki;2205 Khaki;7039560120067;15
EKSAKT;Mandarin Petit;3011 mandelhvit;3011 Mandelhvit;7039560121088;21
EKSAKT;Mandarin Petit;3161 eikenott;3161 Acorn;7039560120548;15
EKSAKT;Mandarin Petit;4323 rosa;4323 Rosa;7039560121019;18
EKSAKT;Mandarin Petit;4335 bringebaerkrem;4335 Bringebærkrem;7039560120982;19
EKSAKT;Mandarin Petit;4418 mork rod;4418 Mørk Rød;7039560120159;0
EKSAKT;Mandarin Petit;5844 mellombla;5844 Mellomblå;7039560120234;22
EKSAKT;Mandarin Petit;5930 lys bla;5930 Lys Blå;7039560120241;18
EKSAKT;Mandarin Petit;6015 bla;6015 Blå;7039560120265;18
EKSAKT;Mandarin Petit;6061 mork grabla;6061 Mørk Gråblå;7039560121026;20
EKSAKT;Mandarin Petit;6073 marine;6073 Seaside Navy;7039560120272;17
EKSAKT;Mandarin Petit;9041 stovet lys gronn;9041 Støvet lys grønn;7039560121132;12
EKSAKT;Mandarin Petit;3051 iskaffe;3051 Iskaffe;7039560121170;27
EKSAKT;Mandarin Petit;4002 lys ferskenblomst;4002 Lys Ferskenblomst;7039560121187;9
EKSAKT;Mandarin Petit;6032 bla hortensia;6032 Blå Hortensia;7039560121217;8
EKSAKT;Mandarin Petit;7213;7213 Blå turkis;7039560121286;10
EKSAKT;Mandarin Petit;4813 pink lilac;4813 Pink Lilac;7039560121347;15
EKSAKT;Mandarin Petit;4372 dyp burgunder;4372 Dyp Burgunder;7039560121378;20
EKSAKT;Mandarin Petit;9564 matcha;9564 Matcha;7039560121385;9
EKSAKT;Mandarin Petit;9523 lime punch;9523 Lime Punch;7039560121392;23
EKSAKT;Mandarin Petit;4108 flame scarlet;4108 Flame Scarlet;7039560121422;17
EKSAKT;Mandarin Petit;2581 after dark;2581 After Dark;7039560121415;19
EKSAKT;Mandarin Petit;7911 mint green;7911 Mint Green;7039560121453;19
EKSAKT;Mandarin Petit;5223 lavender;5223 Lavender;7039560121446;10
EKSAKT;Mandarin Petit;4353 rustic rose;4353 Rustic Rose;7039560121439;18
EKSAKT;Pelini;891 Lys grågrønn;891 Lys Grågrønn;7045840024703;15
EKSAKT;Pelini;5491 Lys blågrå;5491 Lys Blågrå;7045840024673;19
EKSAKT;Pelini;9475 Jeans;9475 Jeans;7045840024710;19
EKSAKT;Pelini;994 Mørk oransje;994 Mørk Oransje;7000001003072;6
EKSAKT;Pelini;782 Dempet rød;782 Dempet Rød;7045840024697;14
EKSAKT;Pelini;5083 Cerise;5083 Cerise;7000005003078;16
EKSAKT;Pelini;315 Smørbukk;315 Smørbukk;7045840146160;20
EKSAKT;Pelini;316 Kornaks;316 Kornaks;7045840146184;12
EKSAKT;Pelini;317 Marka skjønn;317 Marka Skjønn;7045840146207;24
EKSAKT;Pelini;320 Olivenolje;320 Olivenolje;7045840146269;11
EKSAKT;Line;4213 blossom;4213 Blossom 4213 Blossom;7039560670708;14
EKSAKT;Line;4315 bubblegum pink;4315 Bubblegum Pink 4315 Bubblegum Pink;7039560670715;10
EKSAKT;Line;4632 rosa lavendel;4632 Rosa Lavendel 4632 Rosa Lavendel;7039560670678;23
EKSAKT;Line;6044 regatta bla;6044 Regatta blå 6044 Regatta blå;7039560670685;24
EKSAKT;Line;8733 spring green;8733 Spring Green 8733 Spring Green;7039560670746;26
EKSAKT;Line;1002 hvit;1002 Hvit;7039560670104;21
EKSAKT;Line;1015 kitt;1015 Kitt;7039560670302;27
EKSAKT;Line;1099 svart;1099 Sort;7039560670098;28
EKSAKT;Line;2331 lys beige;2331 Lys Beige;7039560670197;11
EKSAKT;Line;3011 mandelhvit;3011 Mandelhvit;7039560670470;10
EKSAKT;Line;3042 cafe au lait;3042 Cafè au Lait;7039560670494;18
EKSAKT;Line;3161 eikenott;3161 Eikenøtt;7039560670036;24
EKSAKT;Line;3511 pudder rosa;3511 Pudderrosa;7039560670173;49
EKSAKT;Line;3819 spicy orange;3819 Spicy Orange;7039560670739;18
EKSAKT;Line;3820 perlegraa;3820 Perlegrå;7039560670500;24
EKSAKT;Line;4033 ferskenblomst;4033 Ferskenblomst 4033 Ferskenblomst;7039560670548;13
EKSAKT;Line;4335 bringebaerkrem;4335 Bringebærkrem 4335 Bringebærkrem;7039560670456;51
EKSAKT;Line;5930 lys blaa;5930 Lys Blå 5930 Lys Blå;7039560670234;38
EKSAKT;Line;6032 bla hortensia;6032 Blå Hortensia 6032 Blå Hortensia;7039560670609;38
EKSAKT;Line;6061 mork graablaa;6061 Mørk Gråblå 6061 Mørk Gråblå;7039560670463;28
EKSAKT;Line;6080 skifer;6080 Skifer 6080 Skifer;7039560670210;12
EKSAKT;Line;6531 isblaa;6531 Isblå 6531 Isblå;7039560670395;2
EKSAKT;Line;8521 stovet lys gronn;8521 Dusty Light Green 8521 Dusty Light Green;7039560670524;29
EKSAKT;Line;8561 stovet gronn;8561 Støvet Grønn 8561 Støvet Grønn;7039560670180;39
EKSAKT;Line;9062 olivengronn;9062 Olivengrønn 9062 Olivengrønn;7039560670562;25
EKSAKT;Line;2112 lys gul;2112 Soft Sunlight;7039560670777;17
EKSAKT;Line;4372 dyp burgunder;4372 Dyp Burgunder 4372 Dyp Burgunder;7039560670784;38
EKSAKT;Line;5811 arctic ice;5811 Arctic Ice 5811 Arctic Ice;7039560670760;20
EKSAKT;Line;4108 flame scarlet;4108 Flame Scarlet 4108 Flame Scarlet;7039560670838;20
EKSAKT;Line;5863 blueprint;5863 Blueprint 5863 Blueprint;7039560670845;26
EKSAKT;Line;2581 after dark;2581 After Dark;7039560670869;31
EKSAKT;Line;4813 pink lilac;4813 Pink Lilac 4813 Pink Lilac;7039560670883;21
EKSAKT;Line;6073 seaside navy;6073 Seaside Navy 6073 Seaside Navy;7039560670876;9
EKSAKT;Line;1001 true white;1001 True White;7039560670852;31
EKSAKT;Line;7911 mint green;7911 Mint Green 7911 Mint Green;7039560670890;20
EKSAKT;Line;4353 rustic rose;4353 Rustic Rose 4353 Rustic Rose;7039560670913;20
EKSAKT;Line;5223 lavendel;5223 Lavender 5223 Lavender;7039560670906;20
EKSAKT;Petunia;219 Natur;219 Natur;7045840022532;4
EKSAKT;Petunia;327 Stilk;327 Stilk;7045840155988;6
EKSAKT;Petunia;318 Eplehagen;318 Eplehagen;7045840144968;21
EKSAKT;Petunia;220 Beige;220 beige;7045840022549;14
EKSAKT;Petunia;221 Krem;221 Krem;7045840022556;0
EKSAKT;Petunia;296 Hvit;296 Hvit;7045840022860;-1
EKSAKT;Petunia;253 Lys grå;253 Lys grå;7045840022723;21
EKSAKT;Petunia;293 Grå;293 Grå;7045840022846;21
EKSAKT;Petunia;254 Gråblå;254 Gråblå;7045840078522;17
EKSAKT;Petunia;297 Sort;297 Sort;7045840022877;14
EKSAKT;Petunia;205 Lys gul;205 Lys Gul;7045840022464;15
EKSAKT;Petunia;206 Gul;206 Gul;7045840079666;9
EKSAKT;Petunia;216 Limegrønn;216 Limegrønn;7045840022501;6
EKSAKT;Petunia;217 Eplegrønn;217 Eplegrønn;7045840022518;20
