status;garnly_produkt;garnly_variant;strikkefryd_farge;ean;sf_lager
INGEN;Lille Lerke;8158 Sjokolade;farge ikke hos SF;;
INGEN;Lille Lerke;8159 Lys lavendel;farge ikke hos SF;;
INGEN;Lille Lerke;8160 Isblå;farge ikke hos SF;;
INGEN;Lille Lerke;8161 Pink;farge ikke hos SF;;
INGEN;Lille Lerke;8162 Gul;farge ikke hos SF;;
INGEN;Lille Lerke;8165 Oransje;farge ikke hos SF;;
INGEN;Lille Lerke;8166 Kitt;farge ikke hos SF;;
INGEN;Lille Lerke;8167 Lys grå;farge ikke hos SF;;
INGEN;Lille Lerke;8171 Muldvarp;farge ikke hos SF;;
INGEN;Lille Lerke;8172 Honningmelon;farge ikke hos SF;;
INGEN;Lille Lerke;8173 Tropisk blå;farge ikke hos SF;;
INGEN;Lille Lerke;8174 Eplemint;farge ikke hos SF;;
INGEN;Lille Lerke;8175 Pæregrønn;farge ikke hos SF;;
INGEN;Lille Lerke;8176 Fuksia;farge ikke hos SF;;
INGEN;Lille Lerke;8177 Lys gul;farge ikke hos SF;;
INGEN;Lille Lerke;8178 Espresso;farge ikke hos SF;;
INGEN;Lille Lerke;8179 Lys blå;farge ikke hos SF;;
INGEN;Lille Lerke;8180 Bordeaux;farge ikke hos SF;;
INGEN;Lille Lerke;8181 Nougat;farge ikke hos SF;;
INGEN;Perfect;1032 lys graamelert;farge ikke hos SF;;
INGEN;Blåne pelsullgarn;672144 lys koksgrå;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672142 støvet lys lime;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672141 ren grønn;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672140 støvet ismint;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672139 støvet flyblå;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672138 rødbrun;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672137 støvet rosa;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672119 gul;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672111 gråfiolett;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672109 svart;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672108 oker;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672107 lime;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672106 turkis;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672105 petrol;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672102 lys brun;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672104 burgunder;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672136 lys rødlig beige;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672135 mellomblå;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672134 gressgrønn;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672118 olivengrønn;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672116 mørk brun;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672113 lys dongeriblå;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672128 grålig lavendel;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672115 naturgrå;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672132 rød;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672122 rødgul;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672130 lys turkis;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672133 marineblå;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672125 lys marine;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672110 rosa;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672114 mørk rosa;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672101 beige;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672103 cognac;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672126 grønn;linje ikke hos SF;;
INGEN;Blåne pelsullgarn;672131 burgunderlilla;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69337 støvet oliven;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69336 kamel;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69335 oransje;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69334 petrolgrønn;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69338 syrin;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69327 mørk plommerød;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69326 lindegrønn;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69325 lys blå;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69324 blå;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69323 mellombrun;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69314 marineblå;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69322 brun;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69313 rød;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69321 naturgrå;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69312 korall;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69311 olivengrønn;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69320 svart;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69307 gul;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69305 limegrønn;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69316 turkis;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69309 lys rosa;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69306 kobberbrun;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69304 mørk olivengrønn;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69319 koksgrå;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69315 cerise;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69333 lys lindegrønn;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69303 lys turkis;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69302 sjøgrønn;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69301 lys marineblå;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69318 lys korall;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69332 pudder;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69317 beige;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69331 pudderrosa;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69330 kobberrød;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69329 lys oransje;linje ikke hos SF;;
INGEN;Vidde lamullgarn;69328 strågul;linje ikke hos SF;;
INGEN;Mashdale;392 Crumble;linje ikke hos SF;;
INGEN;Mashdale;biscotti Biscotti;linje ikke hos SF;;
INGEN;Mashdale;983 Cafe Noir;linje ikke hos SF;;
INGEN;Mashdale;982 Cocoa;linje ikke hos SF;;
INGEN;Mashdale;981 Driftwood;linje ikke hos SF;;
INGEN;Mashdale;980 Dune;linje ikke hos SF;;
INGEN;Mashdale;960 Stone Grey;linje ikke hos SF;;
INGEN;Mashdale;961 Rain Cloud;linje ikke hos SF;;
INGEN;Mashdale;692 Obsidian;linje ikke hos SF;;
INGEN;Mashdale;399 Cactus Grey;linje ikke hos SF;;
INGEN;Mashdale;386 Olive Noir;linje ikke hos SF;;
INGEN;Mashdale;398 Autumn Fields;linje ikke hos SF;;
INGEN;Mashdale;390 Terracotta;linje ikke hos SF;;
INGEN;Mashdale;225 Christmas Red;linje ikke hos SF;;
INGEN;Mashdale;382 Dark Bordeaux;linje ikke hos SF;;
INGEN;Mashdale;345 Rosewood;linje ikke hos SF;;
INGEN;Mashdale;391 New Dawn;linje ikke hos SF;;
INGEN;Mashdale;wisteria Wisteria;linje ikke hos SF;;
INGEN;Mashdale;394 Morning Blue;linje ikke hos SF;;
INGEN;Mashdale;377 Blue Mist;linje ikke hos SF;;
INGEN;Mashdale;145 Navy Blue;linje ikke hos SF;;
INGEN;Mashdale;337 Bright Cobalt;linje ikke hos SF;;
INGEN;Mashdale;395 Deep Ocean;linje ikke hos SF;;
INGEN;Mashdale;147 Hunter Green;linje ikke hos SF;;
INGEN;Mashdale;210 Sorrel;linje ikke hos SF;;
INGEN;Mashdale;123 Lichen;linje ikke hos SF;;
INGEN;Mashdale;396 Fairy Green;linje ikke hos SF;;
INGEN;Mashdale;397 Wheat;linje ikke hos SF;;
INGEN;Bonde sokkegarn;0556910 kobber (50g) partivare;linje ikke hos SF;;
INGEN;Bonde sokkegarn;0556010 pudderrosa (50g) partivare;linje ikke hos SF;;
INGEN;Bonde sokkegarn;0555910 olivenbrun (50g) partivare;linje ikke hos SF;;
INGEN;Bonde sokkegarn;0554510 lys blågrå (50g) partivare;linje ikke hos SF;;
INGEN;Bonde sokkegarn;0554210 beige (50g) partivare;linje ikke hos SF;;
INGEN;Bonde sokkegarn;0551410 blågrå (50g) partivare;linje ikke hos SF;;
INGEN;Merino 22;2001 Koks melert;linje ikke hos SF;;
INGEN;Merino 22;2002 Grå melert;linje ikke hos SF;;
INGEN;Merino 22;2003 Lys grå melert;linje ikke hos SF;;
INGEN;Merino 22;2004 Hvit;linje ikke hos SF;;
INGEN;Merino 22;2005 Lys beige melert;linje ikke hos SF;;
INGEN;Merino 22;2006 Lys brun melert;linje ikke hos SF;;
INGEN;Merino 22;2008 Varm brun;linje ikke hos SF;;
INGEN;Merino 22;2009 Brent kobber;linje ikke hos SF;;
INGEN;Merino 22;2010 Denim;linje ikke hos SF;;
INGEN;Merino 22;2011 Mørk sjøgrønn;linje ikke hos SF;;
INGEN;Merino 22;2012 Dueblå;linje ikke hos SF;;
INGEN;Merino 22;2013 Jadegrønn;linje ikke hos SF;;
INGEN;Merino 22;2014 Armygrønn;linje ikke hos SF;;
INGEN;Merino 22;2016 Dus rose;linje ikke hos SF;;
INGEN;Merino 22;2018 Vinrød;linje ikke hos SF;;
INGEN;Merino 22;2020 Maisgul;linje ikke hos SF;;
INGEN;Merino 22;2021 Natur;linje ikke hos SF;;
INGEN;Merino 22;2022 Beige pudder;linje ikke hos SF;;
INGEN;Merino 22;2023 Rød;linje ikke hos SF;;
INGEN;Merino 22;2024 Klar blå;linje ikke hos SF;;
INGEN;Merino 22;2025 Svart;linje ikke hos SF;;
INGEN;Merino 22;2026 Marine;linje ikke hos SF;;
INGEN;Merino 22;2027 Lys lavendel;linje ikke hos SF;;
INGEN;Merino 22;2029 Pink;linje ikke hos SF;;
INGEN;Merino 22;2030 Gul;linje ikke hos SF;;
INGEN;Merino 22;2031 Skarp grønn;linje ikke hos SF;;
INGEN;Merino 22;2032 Mintgrønn;linje ikke hos SF;;
INGEN;Merino 22;2033 Pudderrosa;linje ikke hos SF;;
INGEN;Merino 22;2035 Oransje;linje ikke hos SF;;
INGEN;Merino 22;2036 Muldvarp;linje ikke hos SF;;
INGEN;Merino 22;2038 Lys gul;linje ikke hos SF;;
INGEN;Merino 22;2039 Tuttifrutti;linje ikke hos SF;;
INGEN;Merino 22;2040 Gråbeige melert;linje ikke hos SF;;
INGEN;Atlas Petiteknit;2511 almond;linje ikke hos SF;;
INGEN;Atlas Petiteknit;4682 velvet fig;linje ikke hos SF;;
INGEN;Atlas Petiteknit;5591 night sky;linje ikke hos SF;;
INGEN;Atlas Petiteknit;6082 thunderstorm;linje ikke hos SF;;
INGEN;Atlas Petiteknit;6351 september sky;linje ikke hos SF;;
INGEN;Atlas Petiteknit;9564 matcha;linje ikke hos SF;;
INGEN;Atlas Petiteknit;1070 charcoal melange;linje ikke hos SF;;
INGEN;Atlas Petiteknit;1016 milk melange;linje ikke hos SF;;
INGEN;Atlas Petiteknit;2322 harvest moon;linje ikke hos SF;;
INGEN;Atlas Petiteknit;2381 coffee melange;linje ikke hos SF;;
INGEN;Atlas Petiteknit;4523 rosewater melange;linje ikke hos SF;;
INGEN;Atlas Petiteknit;3091 cacao nibs;linje ikke hos SF;;
INGEN;Multi Popkorn;503 Pudderrosa;linje ikke hos SF;;
INGEN;Multi Popkorn;508 Beige;linje ikke hos SF;;
INGEN;Multi Popkorn;509 Kamel;linje ikke hos SF;;
INGEN;Multi Popkorn;510 Safran;linje ikke hos SF;;
INGEN;Multi Popkorn;515 Pink;linje ikke hos SF;;
INGEN;Multi Popkorn;517 Rød;linje ikke hos SF;;
INGEN;Embla ullgarn;326148 melert mørk brun;linje ikke hos SF;;
INGEN;Embla ullgarn;326147 melert mellombrun;linje ikke hos SF;;
INGEN;Embla ullgarn;326146 melert lys brun;linje ikke hos SF;;
INGEN;Embla ullgarn;326144 rødlig oransje;linje ikke hos SF;;
INGEN;Embla ullgarn;326134 lilla;linje ikke hos SF;;
INGEN;Embla ullgarn;326128 lys flyblå;linje ikke hos SF;;
INGEN;Embla ullgarn;326124 lys lilla;linje ikke hos SF;;
INGEN;Embla ullgarn;326118 gul;linje ikke hos SF;;
INGEN;Embla ullgarn;326120 lys lime;linje ikke hos SF;;
INGEN;Embla ullgarn;326119 lys gul;linje ikke hos SF;;
INGEN;Embla ullgarn;326116 lys rosa;linje ikke hos SF;;
INGEN;Embla ullgarn;326107 ecru;linje ikke hos SF;;
INGEN;Embla ullgarn;326104 mørk blågrå;linje ikke hos SF;;
INGEN;Embla ullgarn;326103 melert mørk brun;linje ikke hos SF;;
INGEN;Embla ullgarn;326099 lillabrun;linje ikke hos SF;;
INGEN;Embla ullgarn;326095 cognac;linje ikke hos SF;;
INGEN;Embla ullgarn;326094 okergul;linje ikke hos SF;;
INGEN;Embla ullgarn;326090 olivengrønn;linje ikke hos SF;;
INGEN;Embla ullgarn;326089 jaktgrønn;linje ikke hos SF;;
INGEN;Embla ullgarn;326088 klar eplegrønn;linje ikke hos SF;;
INGEN;Embla ullgarn;326082 bondeblå;linje ikke hos SF;;
INGEN;Embla ullgarn;326072 mørk burgunder;linje ikke hos SF;;
INGEN;Embla ullgarn;326071 rød (kald);linje ikke hos SF;;
INGEN;Embla ullgarn;326061 melert mørk grå;linje ikke hos SF;;
INGEN;Embla ullgarn;326058;linje ikke hos SF;;
INGEN;Embla ullgarn;326057 ubleket hvit;linje ikke hos SF;;
INGEN;Embla ullgarn;326056 koksgrå;linje ikke hos SF;;
INGEN;Embla ullgarn;326055 melert grå;linje ikke hos SF;;
INGEN;Embla ullgarn;326053 svart;linje ikke hos SF;;
INGEN;Embla ullgarn;326051 mørk grå;linje ikke hos SF;;
INGEN;Embla ullgarn;326039 koboltblå;linje ikke hos SF;;
INGEN;Embla ullgarn;326031 blåturkis;linje ikke hos SF;;
INGEN;Embla ullgarn;326023 ren grønn;linje ikke hos SF;;
INGEN;Embla ullgarn;326013 bonderød;linje ikke hos SF;;
INGEN;Merci;617 Margarita;farge ikke hos SF;;
INGEN;Merci;gooseberry Gooseberry;farge ikke hos SF;;
INGEN;Merci;light-summer-sky Light Summer Sky;farge ikke hos SF;;
INGEN;Merci;605 Iris;farge ikke hos SF;;
INGEN;Merci;1055 Blue Violet;farge ikke hos SF;;
INGEN;Merci;cashew Cashew;farge ikke hos SF;;
INGEN;Merci;lead Lead;farge ikke hos SF;;
INGEN;Merci;958 Grey;farge ikke hos SF;;
INGEN;Vams;01 Natur;linje ikke hos SF;;
INGEN;Vams;00 Hvit;linje ikke hos SF;;
INGEN;Vams;03 Lysgrå melert;linje ikke hos SF;;
INGEN;Vams;13 Grå melert;linje ikke hos SF;;
INGEN;Vams;14 Koksgrå melert;linje ikke hos SF;;
INGEN;Vams;36 Svart;linje ikke hos SF;;
INGEN;Vams;06 Beige melert;linje ikke hos SF;;
INGEN;Vams;64 Mørk brun melert;linje ikke hos SF;;
INGEN;Vams;10 Sauesvart;linje ikke hos SF;;
INGEN;Vams;55 Brun;linje ikke hos SF;;
INGEN;Vams;114 Konjakk;linje ikke hos SF;;
INGEN;Vams;112 Tørr rosa;linje ikke hos SF;;
INGEN;Vams;05 Beige;linje ikke hos SF;;
INGEN;Vams;100 Gråbeige;linje ikke hos SF;;
INGEN;Vams;116 Mørk burgunder;linje ikke hos SF;;
INGEN;Vams;18 Høyrød;linje ikke hos SF;;
INGEN;Vams;35 Vinrød;linje ikke hos SF;;
INGEN;Vams;23 Mørk rød;linje ikke hos SF;;
INGEN;Vams;43 Oransje;linje ikke hos SF;;
INGEN;Vams;61 Mørk oransje;linje ikke hos SF;;
INGEN;Vams;113 Melon;linje ikke hos SF;;
INGEN;Vams;25 Gul;linje ikke hos SF;;
INGEN;Vams;26 Sitrongul;linje ikke hos SF;;
INGEN;Vams;46 Sennepsgul;linje ikke hos SF;;
INGEN;Vams;104 Kamelbrun;linje ikke hos SF;;
INGEN;Vams;103 Mørk kamelbrun;linje ikke hos SF;;
INGEN;Vams;63 Kamel;linje ikke hos SF;;
INGEN;Vams;106 Brun;linje ikke hos SF;;
INGEN;Vams;42 Terrakotta;linje ikke hos SF;;
INGEN;Vams;105 Kobberrød;linje ikke hos SF;;
INGEN;Vams;56 Rødrosa;linje ikke hos SF;;
INGEN;Vams;68 Lakserosa;linje ikke hos SF;;
INGEN;Vams;65 Mørk rosa;linje ikke hos SF;;
INGEN;Vams;60 Rosa;linje ikke hos SF;;
INGEN;Vams;66 Lys rosa;linje ikke hos SF;;
INGEN;Vams;101 Lavendel;linje ikke hos SF;;
INGEN;Vams;102 Lys syrin;linje ikke hos SF;;
INGEN;Vams;71 Lys lilla;linje ikke hos SF;;
INGEN;Vams;95 Rødlilla;linje ikke hos SF;;
INGEN;Vams;57 Mørk lilla;linje ikke hos SF;;
INGEN;Vams;12 Mørk rødlilla;linje ikke hos SF;;
INGEN;Vams;58 Mørk gråblå;linje ikke hos SF;;
INGEN;Vams;77 Midnattsblå;linje ikke hos SF;;
INGEN;Vams;09 Marineblå;linje ikke hos SF;;
INGEN;Vams;67 Mørk blå;linje ikke hos SF;;
INGEN;Vams;37 Blå;linje ikke hos SF;;
INGEN;Vams;82 Kornblå;linje ikke hos SF;;
INGEN;Vams;51 Jeansblå;linje ikke hos SF;;
INGEN;Vams;49 Lys blå;linje ikke hos SF;;
INGEN;Vams;50 Lys jeansblå;linje ikke hos SF;;
INGEN;Vams;108 Lys bondeblå;linje ikke hos SF;;
INGEN;Vams;76 Turkis;linje ikke hos SF;;
INGEN;Vams;69 Lys turkis;linje ikke hos SF;;
INGEN;Vams;53 Mørk petrol;linje ikke hos SF;;
INGEN;Vams;47 Petrol;linje ikke hos SF;;
INGEN;Vams;V52 Lys petrol;linje ikke hos SF;;
INGEN;Vams;110 Lys gråblå;linje ikke hos SF;;
INGEN;Vams;107 Jadegrønn;linje ikke hos SF;;
INGEN;Vams;80 Eplegrønn;linje ikke hos SF;;
INGEN;Vams;45 Signalgrønn;linje ikke hos SF;;
INGEN;Vams;115 Salvie;linje ikke hos SF;;
INGEN;Vams;89 Kakigrønn;linje ikke hos SF;;
INGEN;Vams;87 Skogsgrønn;linje ikke hos SF;;
INGEN;Vams;86 Mosegrønn;linje ikke hos SF;;
INGEN;Vams;111 Mørk grønn;linje ikke hos SF;;
INGEN;Vams;109 Dyp grønn;linje ikke hos SF;;
INGEN;Vams;417 Mørk sjokolade melert;linje ikke hos SF;;
INGEN;Vams;418 Lun kobber melert;linje ikke hos SF;;
INGEN;Vams;413 Kongle melert;linje ikke hos SF;;
INGEN;Vams;415 Drivved melert;linje ikke hos SF;;
INGEN;Vams;416 Bark melert;linje ikke hos SF;;
INGEN;Vams;309 Hassel melert;linje ikke hos SF;;
INGEN;Vams;308 Nude melert;linje ikke hos SF;;
INGEN;Vams;302 Lys rosa melert;linje ikke hos SF;;
INGEN;Vams;311 Fersken melert;linje ikke hos SF;;
INGEN;Vams;305 Vårluft melert;linje ikke hos SF;;
INGEN;Vams;300 Lys lilla melert;linje ikke hos SF;;
INGEN;Vams;402 Lilla melert;linje ikke hos SF;;
INGEN;Vams;404 Mørk Petrol melert;linje ikke hos SF;;
INGEN;Vams;405 Petrol melert;linje ikke hos SF;;
INGEN;Vams;301 Lys blå melert;linje ikke hos SF;;
INGEN;Vams;412 Mørk gråmint melert;linje ikke hos SF;;
INGEN;Vams;303 Mintgrønn melert;linje ikke hos SF;;
INGEN;Vams;306 Reinlav melert;linje ikke hos SF;;
INGEN;Vams;400 Rød melert;linje ikke hos SF;;
INGEN;Vams;401 Rustrød melert;linje ikke hos SF;;
INGEN;Vams;312 Multe melert;linje ikke hos SF;;
INGEN;Vams;307 Myr melert;linje ikke hos SF;;
INGEN;Vams;414 Skogbunn melert;linje ikke hos SF;;
INGEN;Vams;406 Mosegrønn melert;linje ikke hos SF;;
INGEN;Vams;304 Gul melert;linje ikke hos SF;;
INGEN;Vams;403 Grønn melert;linje ikke hos SF;;
INGEN;Vams;407 Gran melert;linje ikke hos SF;;
INGEN;Paia;unicorn-shimmer Unicorn Shimmer;farge ikke hos SF;;
INGEN;Paia;711 Night Sky Shimmer;farge ikke hos SF;;
INGEN;Paia;emerald-shimmer Emerald Shimmer;farge ikke hos SF;;
INGEN;Fjære Sokkegarn;06585 melert mellombrun;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06584 melert lys brun;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06586 melert mørk brun;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06559 olivenbrun;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06558 støvet gulgrønn;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06557 lys lindegrønn;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06556 salvie;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06555 grålig petrol;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06554 antrasitt;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06553 støvet gråblå;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06552 gråhvit;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06100 ubleket hvit;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06568 kobberrød;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06567 rødlig oransje;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06566 ferskengul;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06565 karamell;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06564 korngul;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06563 lys gul;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06562 lys lilla;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06561 mørk pudderrosa;linje ikke hos SF;;
INGEN;Fjære Sokkegarn;06560 pudderrosa;linje ikke hos SF;;
INGEN;Alpakka Forte;734 Brun;farge ikke hos SF;;
INGEN;Alpakka Forte;735 Muldvarp;farge ikke hos SF;;
INGEN;Alpakka Forte;737 Grangrønn;farge ikke hos SF;;
INGEN;Alpakka Forte;739 Dyp rød;farge ikke hos SF;;
INGEN;Alpakka Forte;741 Kitt;farge ikke hos SF;;
INGEN;Alpakka Forte;742 Nøttebrun;farge ikke hos SF;;
INGEN;Alpakka Forte;743 Lys rosa;farge ikke hos SF;;
INGEN;Alpakka Forte;745 Lilac;farge ikke hos SF;;
INGEN;Alpakka Forte;746 Kongeblå;farge ikke hos SF;;
INGEN;Alpakka Forte;747 Lys gul;farge ikke hos SF;;
INGEN;Alpakka Forte;749 Purpur;farge ikke hos SF;;
INGEN;Alpakka Forte;750 Teblad;farge ikke hos SF;;
INGEN;Alpakka Forte;751 Flamingo;farge ikke hos SF;;
INGEN;Alpakka Forte;752 Turkis;farge ikke hos SF;;
INGEN;Alpakka Forte;753 Bordeaux;farge ikke hos SF;;
INGEN;Peer Gynt PetiteKnit;2381 coffee melange;farge ikke hos SF;;
INGEN;Alpakka Tweed;136 Safrangul;farge ikke hos SF;;
INGEN;Alpakka Følgetråd;2573 monks robe;farge ikke hos SF;;
INGEN;Alpakka Følgetråd;8753 vineyard green;farge ikke hos SF;;
INGEN;Poppy;9563 dark moss green;farge ikke hos SF;;
INGEN;Blackout in Bangkok;2003 Beige;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2004 Camel;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2005 Charcoal;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2006 Black;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2007 Deep red;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2008 Ice blue;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2009 Royal blue;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2010 Apple mint;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2011 Matcha green;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2012 Fuchsia;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2013 Honey dew;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2014 Caribbean blue;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2015 Lavender;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2016 Neon pink;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2017 Neon yellow;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2018 Neon green;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2019 Purpur/Mint/Yellow print;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2020 Pastel print;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2021 Blue/Lavender/Green print;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2022 Pink/Lavender print;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2023 Grey print;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2024 Beige print;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2025 Pink/Red/Green print;linje ikke hos SF;;
INGEN;Blackout in Bangkok;2026 Red/Purpur print;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04586 melert mørk brun;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04585 melert mellombrun;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04584 melert lys brun;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04582 kobber/grå molinert;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04576 khaki/grå molinert;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04581 lys blågrå/svart molinert;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04574 lys rustoransje;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04580 blågrå/svart molinert;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04559 olivenbrun;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04579 pudderrosa/grå molinert;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04554 antrasitt;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04583 karamell/grå molinert;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04575 lys lime;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04570 mørk olivengrønn;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04569 kobber;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04564 korngul;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04560 pudderrosa;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04578 marineblå;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04577 lys blågrå/grå molinert;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04551 ubleket hvit/svart molinert;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04547 lys grønnturkis/grå molinert;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04545 lys blågrå;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04542 beige;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04130 mørk grå;linje ikke hos SF;;
INGEN;Fjell sokkegarn;04115 mellomgrå;linje ikke hos SF;;
